,label,judul,Unnamed: 0,stop
1454,1,foto orang jemaat gereja minum dettol cegah,,foto orang jemaat gereja minum dettol cegah
1455,1,firus corona masuk saudi arabia,,firus corona masuk saudi arabia
1456,1,restoran sederhana ulang membagikan makanan gratis,,restoran sederhana ulang bagi makan gratis
1457,1,rekayasa lintas jalan kemang raya,,rekayasa lintas jalan kemang raya
1458,1,polisi bantah tetapkan status siaga jakarta,,polisi bantah tetap status siaga jakarta
1459,1,video pemukulan tirai,,video pukul tirai
1460,1,foto jokowi meneteskan air mata hasil suntingan,,foto jokowi tetes air mata hasil sunting
1461,1,pawai penyambutan prabowo bandung,,pawai sambut prabowo bandung
1462,1,warga cina tangkap anggota tni ad ktp palsu,,warga cina tangkap anggota tni ad ktp palsu
1463,1,video pemotor melintas jlnt casablanca ditilang polisi black card,,video motor lintas jlnt casablanca tilang polisi black card
1464,1,presiden jokowi membeli kendaraan dinas mercedes pullman guard harga rp m,,presiden jokowi beli kendara dinas mercedes pullman guard harga rp m
1465,1,akun twitter palsu fahri hamzah,,akun twitter palsu fahri hamzah
1467,1,tim malaysia berfoto bendera terbalik,,tim malaysia foto bendera balik
1468,1,pemerintah indonesia mengundang snsd hut ri,,perintah indonesia undang snsd hut ri
1469,1,server kpu hack ainun najib singapura,,server kpu hack ainun najib singapura
1470,1,kota pindah anies jual gedung pemerintah pusat,,kota pindah anies jual gedung perintah pusat
1472,1,bocahbocah nigeria dipanggang mati,,bocahbocah nigeria panggang mati
1473,1,panggilan dicatat,,panggil catat
1474,1,pria mencurigakan ditangkap sd kanisius semarang mengalami gangguan jiwa,,pria curiga tangkap sd kanisius semarang alami ganggu jiwa
1475,1,awan berbentuk topi gunung rinjani berdampak gempa,,awan bentuk topi gunung rinjani dampak gempa
1476,1,bea cukai riau adakan lelang tertutup harga murah,,bea cukai riau adakan lelang tutup harga murah
1477,1,pengumuman kpu tanggal mei sah,,umum kpu tanggal mei sah
1478,1,video cebong saudi nyoblos identitas,,video cebong saudi nyoblos identitas
1479,1,mahasiswa zambia dipukuli meninggal,,mahasiswa zambia pukul tinggal
1480,1,foto dian sastro,,foto dian sastro
1481,1,tangsel siaga pascabentrok ormas,,tangsel siaga pascabentrok ormas
1482,1,pesan berantai pengejaran teroris rantepao sulawesi selatan,,pesan beranta kejar teroris rantepao sulawesi selatan
1483,1,pesan singkat penangkapan pengedar narkoba sekolah,,pesan singkat tangkap edar narkoba sekolah
1484,1,jalan tol proyek jokowi sulawesi,,jalan tol proyek jokowi sulawesi
1485,1,jokowi izin tenaga kerja asing dipermudah,,jokowi izin tenaga kerja asing mudah
1486,1,pembunuhan muadzin,,bunuh muadzin
1487,1,mayat menangis kubur,,mayat menang kubur
1488,1,video berantai bom bunuh meledak masjidil haram,,video beranta bom bunuh ledak masjidil haram
1489,1,gereja pulo mas digusur,,gereja pulo mas gusur
1490,1,iran kirim tentara bantu indonesia demo berbuat makar,,iran kirim tentara bantu indonesia demo buat makar
1491,1,pulau berbentuk sabit bintang,,pulau bentuk sabit bintang
1492,1,romo thomas uzhunnalil sdb disalibkan isis jumat agung,,romo thomas uzhunnalil sdb salib isis jumat agung
1493,1,penemu lte indonesia,,temu lte indonesia
1494,1,bi edarkan uang pecahan rp,,bi edar uang pecah rp
1495,1,cerita inspiratif thomas alva edison,,cerita inspiratif thomas alva edison
1496,1,google translate jokowi thu khang thi phu,,google translate jokowi thu khang thi phu
1497,1,akun tiktok hotman paris hutapea,,akun tiktok hotman paris hutapea
1498,1,foto imam kadrun yg imam rojack al garong,,foto imam kadrun imam rojack al garong
1499,1,foto kondisi pasar jakarta ramai pkl psbb,,foto kondisi pasar jakarta ramai pkl psbb
1500,1,donasi kaos oblong bekas tim medis rsd wisma atlet,,donasi kaos oblong bekas tim medis rsd wisma atlet
1501,1,himbauan penutupan tpu akibat virus corona jenazah diletakkan rumah,,himbauan tutup tpu akibat virus corona jenazah letak rumah
1502,1,kepulauan maluku tenggelam jurang palung laut,,pulau malu tenggelam jurang palung laut
1503,1,video al quran selamat tersentuh api kebakaran gedung wamena,,video al quran selamat sentuh api bakar gedung wamena
1504,1,asteroid yg menghantam bumi september,,asteroid hantam bumi september
1505,1,menghadapi pendemo jakarta,,hadap demo jakarta
1506,1,video penyerangan anggota tni papua,,video serang anggota tni papua
1507,1,kompak resign forum honorer pns pendukung prabowo pilih anggota fpi,,kompak resign forum honorer pns dukung prabowo pilih anggota fpi
1508,1,ormas forum bhayangkara indonesia,,ormas forum bhayangkara indonesia
1509,1,tanggal mei pendukung kepung kpu wiranto biarkan bahan berburu menembak tnipolri,,tanggal mei dukung kepung kpu wiranto biar bahan buru tembak tnipolri
1510,1,undangan acara dukungan hmikahmi jokowi,,undang acara dukung hmikahmi jokowi
1511,1,daftar nama honorer lolos seleksi cpns,,daftar nama honorer lolos seleksi cpns
1512,1,anak sd riau bertemu penguasa ngumpet aja yuk,,anak sd riau temu kuasa ngumpet aja yuk
1513,1,melahir bayi nya kayak kodo,,lahir bayi kayak kodo
1514,1,hebatnya kepolisian malaysia,,hebat polisi malaysia
1515,1,didit anak prabowo subianto berkampanye mendukung komunitas gay,,didit anak prabowo subianto kampanye dukung komunitas gay
1516,1,penolakan safari dakwah ustad somad bali,,tolak safari dakwah ustad somad bal
1517,1,minuman beracun demo desember bersianida,,minum racun demo desember sianida
1518,1,sultan brunei hassanal bolkiah angkat bicara pesta seks gay jakarta,,sultan brunei hassanal bolkiah angkat bicara pesta seks gay jakarta
1519,1,eggi sudjana ormas konsep trinitas prof mahfudz md,,eggi sudjana ormas konsep trinitas prof mahfudz md
1520,1,tertipu belanja online warga lapor polisi jalur,,tipu belanja online warga lapor polisi jalur
1521,1,petisi rahasia menuntut referendum kemerdekaan papua barat dipresentasikan perserikatan bangsabangsa,,petisi rahasia tuntut referendum merdeka papua barat presentasi serikat bangsabangsa
1522,1,indonesia stop bahas muslim rohingnya urus negeri suu kyi,,indonesia stop bahas muslim rohingnya urus negeri suu kyi
1523,1,majalah al islam palsu wujudkan jakarta bersyariah,,majalah al islam palsu wujud jakarta bersyariah
1524,1,firza husein akui chat seks rizieq shihab mako brimob kelapa,,firza husein aku chat seks rizieq shihab mako brimob kelapa
1525,1,david beckham pakai kaos bertuliskan free west papua berkunjung wamena papua,,david beckham pakai kaos tulis free west papua kunjung wamena papua
1526,1,permen jari narkoba,,permen jari narkoba
1527,1,jepang ancam menarik investasi,,jepang ancam tarik investasi
1528,1,foto anak suriah tidur makam orang tuanya,,foto anak suriah tidur makam orang tua
1529,1,indomie saksang babi,,indomie saksang babi
1530,1,ular makan senapan laras jenis ak,,ular makan senapan laras jenis ak
1531,1,kakek banten kelaparan makan kapuk,,kakek banten lapar makan kapuk
1532,1,tangkapan layar dinas imigrasi tahan orang wna china ilegal,,tangkap layar dinas imigrasi tahan orang wna china ilegal
1533,1,video kali sejarah presiden senat as membuka sidang alquran,,video kali sejarah presiden senat as buka sidang alquran
1534,1,perjalanan ka arah jakarta april dibatalkan,,jalan ka arah jakarta april batal
1535,1,joko widodo presiden republik indonesia memberlakukan kerantina parsial terbatas,,joko widodo presiden republik indonesia laku kerantina parsial batas
1536,1,dikomfirmasi jokowi china mengejar ikan lari indonesia natuna mencuri,,dikomfirmasi jokowi china kejar ikan lari indonesia natuna curi
1537,1,asik penderitaan rakyat,,asik derita rakyat
1538,1,foto presiden joko widodo perumahan penduduk riau hutan dibakar,,foto presiden joko widodo rumah duduk riau hutan bakar
1539,1,mengerikan agama meniru islam,,keri agama tiru islam
1540,1,pilpres janggal diumumkan kpu provinsi menyelesaikan situng,,pilpres janggal umum kpu provinsi selesai situng
1541,1,wanita bawa anjing masuk masjid,,wanita bawa anjing masuk masjid
1542,1,foto pose panglima tni kapolri koalisi,,foto pose panglima tni kapolri koalisi
1543,1,udang tersangka,,udang sangka
1544,1,maruf amin kalah umat islam berdosa masuk neraka,,maruf amin kalah umat islam dosa masuk neraka
1545,1,pekerja lokal tambang nikel shalat jumat perusahaan china,,kerja lokal tambang nikel shalat jumat usaha china
1546,1,pemelintiran konteks video sby coblos nomor,,melintir konteks video sby coblos nomor
1547,1,suami meninggal akibat tergencet mobil istri parkir mundur,,suami tinggal akibat gencet mobil istri parkir mundur
1548,1,malas kencing malam sebabkan sakit jantung,,malas kencing malam sebab sakit jantung
1549,1,pssi pecat ratu tisha sekjen,,pssi pecat ratu tisha sekjen
1550,1,penganiayaan ustadzah bekasi,,aniaya ustadzah bekas
1551,1,permen susu mengandung pcc,,permen susu kandung pcc
1552,1,foto wagub dki gereja agama djarot,,foto wagub dki gereja agama djarot
1553,1,ribu ktp dikirimkan kamboja kepentingan kampanye,,ribu ktp kirim kamboja penting kampanye
1554,1,suara klakson om telolet om yahudi,,suara klakson om telolet om yahudi
1555,1,akun facebook wali kota payakumbuh riza falepi,,akun facebook wali kota payakumbuh riza falepi
1556,1,peringatan badai panas equinox,,ingat badai panas equinox
1557,1,tiket pesawat gratis wni pulang tanah air pt angkasa pura virus corona,,tiket pesawat gratis wni pulang tanah air pt angkasa pura virus corona
1558,1,video rekaman helikopter kobebryant jatuh udara menyebabkan kematiannya,,video rekam helikopter kobebryant jatuh udara sebab mati
1559,1,video reaksi trump mendengar suara takbir,,video reaksi trump dengar suara takbir
1560,1,pesan berantai video penyiksaan anak,,pesan beranta video siksa anak
1561,1,najwa shihab klarifikasi disinformasi foto pertemuan najwa tommy soeharto,,najwa shihab klarifikasi disinformasi foto temu najwa tommy soeharto
1562,1,foto kolom fenomena langit redup jakarta,,foto kolom fenomena langit redup jakarta
1563,1,kejahatan hindu india modi wanita muslim membawa daging,,jahat hindu india modi wanita muslim bawa daging
1564,1,penyelundupan narkoba trik,,selundup narkoba trik
1565,1,koalisi pki p,,koalisi pki p
1566,1,karni ilyas dipanggil istana presiden jokowi tv one siarkan langsung reuni akbar,,karni ilyas panggil istana presiden jokowi tv one siar langsung reuni akbar
1567,1,pt angkasa pura ii perekrutan karyawan,,pt angkasa pura ii rekrut karyawan
1568,1,deklarasi nasional gerakan ihwanul muballighin menangkan jokowimaruf amin ponpes annadwah tambun bekasi,,deklarasi nasional gera ihwanul muballighin menang jokowimaruf amin ponpes annadwah tambun bekas
1569,1,foto bibir miring prabowo petanda stroke ringan,,foto bibir miring prabowo tanda stroke ringan
1570,1,batalnya laga persahabatan argentina kontra israel messi menolak bertanding,,batal laga sahabat argentina kontra israel messi tolak tanding
1571,1,info penambahan kuota haji indonesia,,info tambah kuota haji indonesia
1572,1,arab saudi mengadakan perayaan maulid nabi,,arab saudi ada raya maulid nabi
1573,1,situs kpu diretas hacker,,situs kpu retas hacker
1574,1,kaesang sindir sby akun media sosialnya,,kaesang sindir sby akun media sosial
1575,1,ustadz suratman meninggal akibat pengeroyokan kader gmbi,,ustadz suratman tinggal akibat keroyok kader gmbi
1576,1,jonru ginting dukung korban penggusuran,,jonru ginting dukung korban gusur
1577,1,berdasar rekaman video infrared ledakan libanon dihantam rudal israel,,dasar rekam video infrared ledak libanon hantam rudal israel
1578,1,gambar buni yani menyesal memenjarakan ahok,,gambar buni yani sesal penjara ahok
1579,1,servis mobil gratis suzuki peduli covid sidsuzukipedulicovid,,servis mobil gratis suzuki peduli covid sidsuzukipedulicovid
1580,1,elisa granato kelinci percobaan vaksin kopit inggris meninggal divaksin,,elisa granato kelinci coba vaksin kopit inggris tinggal vaksin
1581,1,dki keluarga paket bantuan juta penyaluran bantuan bertahap,,dki keluarga paket bantu juta salur bantu tahap
1582,1,poster gubernur lampung kamis tgl april menutup akses masuk gerbang bakauheni,,poster gubernur lampung kamis tgl april tutup akses masuk gerbang bakauheni
1583,1,puteri ameera anaknya raja salman,,puter ameera anak raja salman
1584,1,sosok misterius oligarki,,sosok misterius oligarki
1585,1,curang diviralkan,,curang diviralkan
1586,1,foto suntingan capres kartu,,foto sunting capres kartu
1587,1,alasan din syamsuddin mundur utusan khusus presiden,,alas din syamsuddin mundur utus khusus presiden
1588,1,pesan berantai lazada grand prize hadiah ratusan juta rupiah,,pesan beranta lazada grand prize hadiah ratus juta rupiah
1589,1,kasih tau bre,,kasih tau bre
1591,1,tangkapan layar berita detik republika kompas hasil suntingan,,tangkap layar berita detik republika kompas hasil sunting
1592,1,australia ingatkan indonesia jendral gatot haus kekuasaan,,australia ingat indonesia jendral gatot haus kuasa
1593,1,tni masuk masjid tasik pakai sepatu,,tni masuk masjid tasik pakai sepatu
1594,1,produk makanan apollo mengandung babi,,produk makan apollo kandung babi
1595,1,tuduhan azam guntur,,tuduh azam guntur
1596,1,prabowo resmi wakil presiden,,prabowo resmi wakil presiden
1597,1,foto motor beserta pengendaranya terbakar akibat ponsel,,foto motor serta kendara bakar akibat ponsel
1598,1,video animasi penyebaran virus corona,,video animasi sebar virus corona
1599,1,bermodalkan mahzulkan presiden,,modal mahzulkan presiden
1600,1,video penampakan kuntilanak rumah sakit galang batam,,video tampak kuntilanak rumah sakit galang batam
1601,1,foto lock down,,foto lock down
1602,1,foto korban dlm pengawasan rs wahidin mks bersalaman dgn menhub budi karya,,foto korban awas rs wahidin mks salam menhub budi karya
1603,1,video penyiksan muslim india trus,,video penyiksan muslim india trus
1604,1,foto suspect corona rs saleh probolinggo semoga perlindungan,,foto suspect corona rs saleh probolinggo moga lindung
1605,1,video penampakan ribuan burung gagak kota wuhan china,,video tampak ribu burung gagak kota wuhan china
1606,1,foto sam si koala cooper merlot,,foto sam si koala cooper merlot
1607,1,mozaik betawi pilih nomor,,mozaik betawi pilih nomor
1608,1,prabowo shalat jumat keliling masjid ketemu,,prabowo shalat jumat keliling masjid ketemu
1609,1,simbol jari telunjuk jempol dukungan sadar kampret jokowi,,simbol jari telunjuk jempol dukung sadar kampret jokowi
1610,1,pasien peserta bpjs rawat inap pindah gerbang tol,,pasien serta bpjs rawat inap pindah gerbang tol
1611,1,video panwaslu kpu dibuka belangnya anggotanya,,video panwaslu kpu buka belang anggota
1612,1,metro tv kegiatan parade harmoni ternate rangka menyambut natal,,metro tv giat parade harmoni ternate rangka sambut natal
1613,1,whatsapp hadiah natal paket internet gratis,,whatsapp hadiah natal paket internet gratis
1614,1,foto jokowi hasil suntingan,,foto jokowi hasil sunting
1615,1,pekerja lrt ditangkap karawang disangka tentara merah pkc,,kerja lrt tangkap karawang sangka tentara merah pkc
1616,1,post membagikan berita usut korupsi asian games polda metro periksa erick tohir,,post bagi berita usut korupsi asi games polda metro periksa erick tohir
1617,1,dukungan kh said aqil siradj prabowosandiaga,,dukung kh said aqil siradj prabowosandiaga
1618,1,meme ustadz abdul somad dukung jokowi,,meme ustadz abdul somad dukung jokowi
1619,1,tiket pesawat jakartasurabaya jelang lebaran juta penumpang,,tiket pesawat jakartasurabaya jelang lebaran juta tumpang
1620,1,kelahiran anak sapi manusia efek mistis,,lahir anak sapi manusia efek mistis
1621,1,admin mca tertangkap polisi menikmati makan bareng fadlizon prabowo,,admin mca tangkap polisi nikmat makan bareng fadlizon prabowo
1622,1,tabung gas elpiji makassar ditarik,,tabung gas elpiji makassar tarik
1623,1,tanda kiamat air api,,tanda kiamat air api
1624,1,acara international khilafah forum h,,acara international khilafah forum h
1625,1,mesin penyedot suara tiongkok bermain,,mesin sedot suara tiongkok main
1626,1,aa gym pilih pemimpin koruptor muslim pemimpin bersih jujur kafir,,aa gym pilih pimpin koruptor muslim pimpin bersih jujur kafir
