,label,text,databersih
696,1.0,"Pelintiran Konteks Foto APD Hasil Ekspor Korea bertulisan Made Indonesia BUATAN INDONESIA, PABRIKNYA KORSEL, SALESNYA TIONGKOK, PEMBELINYA INDONESIA 😂 Mumet endasku 😇
 Dalam foto itu, dus terlihat tulisan merek APD. Selain itu, ada tulisan Korea dibawahnya, lalu tulisan berbahasa Inggris yang menunjukkan jumlah dalam satu dus dan warna APD, serta nomor seri. Yang menarik, di bagian bawah terdapat tulisan ‘Made in Indonesia’.",pelintir konteks apd hasil ekspor korea made indonesia indonesia pabrik korsel salesnya tiongkok bel indonesia mumet endas dus lihat merek apd korea bahasa inggris dus warna apd nomor seri tarik made indonesia
697,1.0,"Satu pasien virus corona dr Badau otw dirujuk ke rumah sakit rujukan Sintang Selamat sore kwn2,
 barusan dpt info dr kwn yg kerja di RS sintang bahwa ada satu pasien virus corona dr Badau saat ini sdg otw dirujuk ke rumah sakit rujukan Sintang, utk kita waspada klu ada yang berkunjung ke RS Anang klupa pakai masker",pasien virus corona badau otw rujuk rumah sakit rujuk sintang selamat sore kwn 2  barusan dpt kwn kerja sintang pasien virus corona badau sdg otw rujuk rumah sakit rujuk sintang waspada klu kunjung anang klupa masker
698,1.0,"Cikarang Siaga 3 Virus Corona Karena Sudah 3 Orang Meninggal di Meikarta ikarang siaga 3 dengan virus Corona ada kabar untuk daerah Lippo sudah ada yg terserang viirus Corona 3 orang dan meninggal dunia namun kita belum nyelidiki ke TKP…dan himbauan untuk warga CIKARANG dan sekitarnya untuk hari ini dan seterusnya WAJIB MEMAKAI MASKER agar tidak terkena virus Corona….pusat virus Corona ada di sebuah perusahaan besar MEIKARTA, dan sampai saat ini pemerintah blm menindak tegas,, bahkan tdi pagi ada aksi dari para habib seBEKASI meminta pemerintah membasmi virus Corona di BEKASI",cikarang siaga virus corona tinggal meikarta ikarang siaga virus corona kabar daerah lippo serang viirus corona tinggal dunia nyelidiki tkp himbauan warga cikarang wajib masker kena virus corona pusat virus corona buah usaha meikarta perintah blm tindak tdi pagi aksi habib bekas perintah basmi virus corona bekas
699,1.0,"Video Mata juling Akibat main game ular yg lgi trending skrang, hati Gaeeees Akibat main game ular” yg lgi trending skrang, hati” Gaeeees",video mata juling akibat main game ular lgi trending skrang gaees akibat main game ular lgi trending skrang gaees
700,1.0,Maskapai penebangan Turki melarikan diri dari tabrakan yang direncanakan oleh teroris dengan tanker bahan bakar Maskapai penebangan Turki melarikan diri dari tabrakan yang direncanakan oleh teroris dengan tanker bahan bakar. Keahlian pilot dan keputusan yang diambilnya dalam sepersekian detik menyelamatkan 380 penumpang. Ini disebut mukjizat. Teroris dan Khilafah harus out dari NKRI,maskapai tebang turki lari tabrak rencana teroris tanker bahan bakar maskapai tebang turki lari tabrak rencana teroris tanker bahan bakar ahli pilot putus sekian detik selamat  380  tumpang mukjizat teroris khilafah out nkri
701,1.0,"royalty 8 ribu rupiah setiap WA Bila anda berikhlas hati utk menghilangkan penderitaan anak ini mohon video ini diteruskan kpd siapa saja karena anak ini akan mendapat royalty 8 ribu rupiah setiap WA yg anda kurim. Terimakasih, semoga anda mendapat pahala. Aamiin YRA",royalty rupiah ikhlas hilang derita anak video kpd anak royalty rupiah rim terimakasih moga pahala aamiin yra
702,1.0,"Artikel Liputan6.com : Rhoma Irama: Saya Yang Salah, Dulu Saya Bilang Jangan Sentuh Miras Walau Setetes.. Dia Malah Nyabu Saya Yang Salah, Dulu Saya Bilang Jangan Sentuh Miras Walau Setetes.. Dia Malah Nyabu",artikel liputan 6  com rhoma irama salah sentuh miras tetes nyabu salah sentuh miras tetes nyabu
703,1.0,"Menpora Imam Nahrawi Mundur Dari Jabatannya INFO

Dari sebelah",menpora imam nahrawi mundur jabat belah
704,1.0,"Metro TV Memberitakan Penyerang Senator Australia Ternyata Pengagum Jokowi Apa- apa semua di klaim sm metro tv neh…
Kenal saja kagak ngomong pengagum. Urat malu nya dah putus mereka.
Besok, ganti candi borobudur, menara Eiffel, bahkan air terjun Niagara bakal di klaim si Jae yang bangun",metro berita serang senator australia nyata kagum jokowi klaim metro neh kenal kagak ngomong kagum urat malu dah putus besok candi borobudur menara eiffel air terjun niagara klaim jae bangun
705,1.0,"SBY suruh coblos nomor 01 @Jokowi Amin Waduh pak SBY kok gitu sih, suruh coblos nomor 01 @Jokowi Amin.
 
 Kasihan kan pak, ada yang akan punah.
 
 #OrangBaikPilihJokowi
 
 #JokowiLagi
 
 #01_IndonesiaMaju”.",sby suruh coblos nomor jokowi amin sby gitu suruh coblos nomor jokowi amin kasihan punah orangbaikpilihjokowi jokowilagi indonesiamaju
706,1.0,"Foto Gajah Menolong Anak Singa Dengan Belalainya. Seekor singa melintasi sabana bersama anak nya. Krn panas terik , anaknya nyaris tdk bisa berjalan. ",gajah anak singa belalai ekor singa lintas sabana anak krn panas terik anak tdk
707,1.0,"White Koffie Berbahaya Karena Kandungannya Mudah Terbakar “Waduh ini kopi kesukaan ku 😰😰
 ni stok kopi ku baru beli
 Jadi takut minumnya 😣😣”",white koffie bahaya kandung mudah bakar kopi suka stok kopi beli minum
708,1.0,"A Zambian student in China was beaten to death ""A Zambian student in china has been killed by chinese Nationals for dating a Chinese woman”",zambian student china was beaten death zambian student china has been killed chinese nationals for dating chinese woman
709,1.0,: Surat Panggilan Wawancara Calon Pegawai Bank Indonesia Belum lama ini beredar di media sosial surat edaran yang mengatasnamakan Bank Indonesia (BI) yang berisi panggilan wawancara calon pegawai BI dapat dipastikan hoaks.,surat panggil wawancara calon pegawai bank indonesia edar media sosial surat edar mengatasnamakan bank indonesia isi panggil wawancara calon pegawai hoaks
710,1.0,"Lapangan Mustika Ratu di Bekasi Dijadikan Tempat Acara Dalam Poster Undangan #2019GantiPresiden Poster yang beredar di media sosial, Relawan Nasional #2019GantiPresiden Kabupaten Bekasi berencana menggelar deklarasi di Lapangan Mustika Ratu, Cibuntu, Kecamatan Cibitung pada Minggu (9/9/2018).",lapang mustika ratu bekas acara poster undang  2019 gantipresiden poster edar media sosial rawan nasional  2019 gantipresiden kabupaten bekas rencana gelar deklarasi lapang mustika ratu cibuntu camat cibitung  2018 
711,1.0,Bu Mega aja setuju PKI bangkit masak kalian enggak? Subahanallah …’ Astagfirullah HalAzim…’ Allah Hu Akbar…3 X…! Sudah Begitu Sadis nya Cara Berpikir Politik PDIP untuk Negri ini…???,mega tuju pki bangkit masak subahanallah astagfirullah halazim allah akbar sadis politik pdip negri
712,1.0,Valid! Jokowi Menjual Indonesia JOKOWI MENJUAL INDONESIA*,valid jokowi jual indonesia jokowi jual indonesia
713,1.0,"Selebaran Kupon Bazaar Beras Murah Bergambar Wajah Charles Honoris dari Kader PDIP Perjuangan Masuk ke Monas tangan di stempel, logo Kristusnya paling menonjol, ada kupon dari Charles honoris (Kader PDIP/Caleg dapil DKI 3)…hahhaha bilang aja lu mo menipu, Dasar Kodok Bangkong !!!!",selebaran kupon bazaar beras murah gambar wajah charles honor kader pdip juang masuk monas tangan stempel logo kristus tonjol kupon charles honor kader pdip caleg dapil dki hahhaha tipu dasar kodok bangkong
714,1.0,"Pelatihan Masjid Cyber Army di Masjid Baitul Ihsan Bank Indonesia Hadirilah Pelatihan MASJID CYBER ARMY yang akan diadakan pada:
 Sabtu, 31 Desember 2016
 Jam 08.00 s/d 17.00
 Tempat : Masjid Baitul Ihsan Bank Indonesia, Jakarta Pusat",latih masjid cyber army masjid baitul ihsan bank indonesia hadir latih masjid cyber army sabtu desember  2016  jam masjid baitul ihsan bank indonesia jakarta pusat
715,1.0,PERNYATAAN GUBERNUR PAPUA YANG SEBUT BELA AHOK GUBERNUR PAPU Lukas Enembe : “Kalau non muslim tidak boleh jadi gubernur DKI atau Presiden Indonesia maka biarkan Papua melanesia merdeka.,nyata gubernur papua bela ahok gubernur papu lukas enembe non muslim gubernur dki presiden indonesia biar papua melanesia merdeka
716,1.0,"ABSEN DI ACARA HARI ANAK NASIONAL, JOKOWI PILIH HADIRI SILATNAS RELAWAN Ketidakhadiran Presiden Joko Widodo (Jokowi) pada puncak peringatan Hari Anak Nasional (HAN) 2016 di Mataram, NTB, hari ini Sabtu (23/7), menimbulkan kekecewaan anak-anak yang datang dari berbagai provinsi.",absen acara anak nasional jokowi pilih hadir silatnas rawan ketidakhadiran presiden joko widodo jokowi puncak anak nasional han  2016  mataram ntb sabtu timbul kecewa anak provinsi
717,1.0,"Pesan Berantai Sebuah peringatan !! Sekarang ada yang baru dan sedang terjadi. Orang datang dari pintu ke pintu dan membagikan masker Sekarang ada yang baru dan sedang terjadi. Orang datang dari pintu ke pintu dan membagikan masker. Mereka mengatakan: “Ini ada pembagian masker dari pemerintah”. ( Hal itu tidak benar) Mereka meminta Anda mengenakan masker untuk difoto/ dilihat apakah masker tersebut cocok untuk Anda. ( Sebagai laporan klo masker sudah sampai alamat ) masker yg sudah diberi bius, lalu mereka merampok !! Tolong jangan ambil masker dari orang asing. Ingat, teman-teman, ini adalah waktu yang kritis, orang-orang putus asa, tingkat kejahatan meningkat selama periode Covid-19. Harap berhati-hati !!! setidaknya informasi ini mungkin bisa berguna dan bermanfaat, mohon maaf bila ada salah kata🙏🙏🙏Waspada waspada lah pada siapapun yg kita belum mengenalnya ..",beranta buah pintu pintu masker pintu pintu masker masker perintah kena masker lihat masker cocok lapor klo masker masker bius rampok masker asing teman kritis putus asa tingkat jahat tingkat periode covid- 19  harap informasi manfaat maaf salah katawaspada waspada kenal
718,1.0,"Disebut Banyak Jamur dan Barang Kadaluwarsa, Warga  Diimbau Tak ke Mal Buat temen2 yg aku sayangi… Saya hanya meng ingat kan saja ya … nanti kalau mal2 dlm waktu dekat ini akan di buka kembali … tolong jangan ke mall dulu ya …. krn pd saat mall di tutup banyak brg2 rusak dan yg berjamur …. mengerikan .",jamur kadaluwarsa warga imbau mal temen 2  meng mal 2  dlm buka mall krn mall tutup brg 2  rusak jamur keri
719,1.0,"jangan ke Kokas dulu ya, mall di lockdown karena salah satu staff diatas ada yang suspect Covid-19 OMD Indonesia, Office Tower 33rd Floor Unit H, Jl. Casablanca Raya Kav. 88, Jakarta Selatan 12870. jangan ke Kokas dulu ya, mall di lockdown karena salah satu staff diatas ada yang suspect Covid-19,",kokas mall lockdown salah staff suspect covid- 19  omd indonesia office tower  33 rd floor unit casablanca raya kav jakarta selatan  12870  kokas mall lockdown salah staff suspect covid- 19 
720,1.0,"minuman beralkohol bisa mengurangi risiko infeksi dari novel coronavirus; COVID-19 Setelah penelitian yang luas, temuan kami menunjukkan bahwa mengonsumsi minuman beralkohol dapat membantu mengurangi risiko infeksi oleh coronavirus baru; COVID-19. Vodka paling direkomendasikan untuk minum, membersihkan, dan membersihkan.",minum alkohol risiko infeksi novel coronavirus covid- 19  teliti luas temu konsumsi minum alkohol bantu risiko infeksi coronavirus covid- 19  vodka rekomendasi minum bersih bersih
721,1.0,Foto Pekerja SUTET Setelah Peristiwa Mati Listrik Jakarta-Jabar-Banten Sabar ya…. Mrk tengah berusaha benerin,kerja sutet peristiwa mati listrik jakarta-jabar-banten sabar mrk usaha benerin
722,1.0,"Ada penampakan Jin mata sipit di belakang hakim MK Ada penampakan Jin mata sipit di belakang hakim MK .
Saya kira editan tapi ternyata asli lihat di video @fuadbakh.
Jangan2 cina2 taipan intervensi MK.",jin mata sipit hakim jin mata sipit hakim edit nyata lihat video fuadbakh jangan 2  cina 2  taipan intervensi
723,1.0,"Tusuk Gigi dan Kunyit Pendeteksi Borax Simbol KB 2JARI di daerah Bantul projotamansari dipaksa tutup terpal. Setdaah…udeh kronis amat ame 2JARI, tuh patung kaga salah ape2 lo blongsongi pake terpal kaya buah nangka. Paraah coyy…",tusuk gigi kunyit deteksi borax simbol  2 jari daerah bantul projotamansari paksa tutup terpal setdaah udeh kronis ame  2 jari tuh patung kaga salah ape 2  blongsongi pake terpal kaya buah nangka paraah coyy
724,1.0,"Penculikan Anak di Kusan Hilir, Kabupaten Tanah Bumbu, Kalimantan Selatan TERJADI DI DS. BATUAH & DS.",culi anak kus hilir kabupaten tanah bumbu kalimantan selatan batuah
725,1.0,Siap-siap Konsumsi Garam Impor dari China “Siap-siap komsumsi garam impor dari china,konsumsi garam impor china komsumsi garam impor china
726,1.0,BAHAYA MEMBERI UCAPAN SELAMAT DENGAN .GIF DI WHATSAPP Info sangat penting,bahaya selamat gif whatsapp
727,1.0,"Lowongan Kerja Garuda Indonesia PT. Garuda Indonesia (Persero) Tbk. mengundang Anda yang menarik, muda dan enerjik untuk bergabung bersama kami sebagai Pramugari Udara, serta dapatkan kesenangan berkeliling dunia dan memperkenalkan keramahan Indonesia.
JIKA BERMINAT SILAHKAN KIRIMKAN SURAT DAN CV LAMARAN VIA EMAIL KE: Recruitment@garuda-Indonesia.asia
Kisaran Gaji Rp. 4.500.000 sampai Rp. 19.500.000
Tergantung Posisi",lowong kerja garuda indonesia garuda indonesia persero tbk undang tarik muda enerjik gabung pramugari udara keliling dunia kenal ramah indonesia minat silah surat lamar via email recruitment garuda-indonesia asia kisar gaji  500   500  gantung posisi
728,1.0,"Rakyat Vietnam Usir Ribuan Warga Cina Kapan di negeri ini? Maukah kita kalah dari rakyat Vietnam, Filipina, dan Malaysia. Bahkan, di Hongkong, China diusir. Apakah kita tetap mau jadi jongos, budak, dan manusia-manusia terjajah?",rakyat vietnam usir warga cina negeri kalah rakyat vietnam filipina malaysia hongkong china usir jongos budak manusia jajah
729,1.0,"Ridwan Kamil akan Ditinggal Pemilih Religius pada Pilgub Jabar karena Mendukung LGBT Dukung LGBT, Ridwan Kamil siap Ditinggal Pemilih Relegius Pada PILKADA JAWA BARAT”",ridwan kamil tinggal pilih religius pilgub jabar dukung lgbt dukung lgbt ridwan kamil tinggal pilih relegius pilkada jawa barat
730,1.0,Klarifikasi Penyebar Berita Detikcom Hoax MEDIA ONLINE ( MEDIA DARING ),klarifikasi sebar berita detikcom hoax media online media daring
731,1.0,": FPI Bubarkan Pengobatan Gratis DPP PDI Perjuangan di Tambora Pasangan calon Gubernur dan Wakil Gubernur DKI Basuki-Djarot kembali menghadapi tindak kekerasan ketika melakukan kampanye. Kali ini dilakukan oleh sekelompok orang yang menggunakan atribut dan bendera keagamaan tertentu (beberapa diantaranya menggunakan topi bertuliskan FPI) menghentikan dengan paksa bhakti sosiaL berupa pengobatan gratis massal yang dilakukan Baguna (Badan Penanggulangan Bencana) DPP PDI Perjuangan di Kelurahan Jembatan Besi, Kecamatan Tambora, Minggu tanggal 15 Januari 2017.",fpi bubar obat dpp pdi juang tambora pasang calon gubernur wakil gubernur dki basuki-djarot hadap tindak keras laku kampanye laku kelompok atribut bendera agama topi fpi henti paksa bhakti sosial upa obat massal laku baguna badan tanggulang bencana dpp pdi juang lurah jembatan besi camat tambora tanggal januari  2017 
732,1.0,: Logo Bank Indonesia Pecahan Seratus Ribu Terdapat Pada Bendera Tentara Komunis Logo Bank Indonesia Pecahan Seratus Ribu Terdapat Pada Bendera Tentara Komunis,logo bank indonesia pecah ratus bendera tentara komunis logo bank indonesia pecah ratus bendera tentara komunis
733,1.0,Biskuit Crispy Crackers diklaim mengandung lilin karena mudah terbakar (berupa vidio yang menjelaskan jika biskuit crispy crackers mengandung lilin karena sangat mudah terbakar),biskuit crispy crackers klaim kandung lilin mudah bakar upa vidio biskuit crispy crackers kandung lilin mudah bakar
734,1.0,Rokok Marlboro Berisi Ganja Produsen rokok Phillip Morris mulai menjual jenis rokok yang menggandung ganja atau marijuana. Produk ini dipasarkan dengan jenis “MARLBORO M” dan tersedia di outlet khusus yang berlisensi di negara bagian Colorado dan Wshington DC.,rokok marlboro isi ganja produsen rokok phillip morris jual rokok gandung ganja marijuana produk pasar marlboro sedia outlet khusus lisensi negara colorado wshington
735,1.0,PKS menolak apa bersandiwara? PKS menolak apa bersandiwara?,pks tolak sandiwara pks tolak sandiwara
736,1.0,"Pasar-Pasar Tradisional di Tanjung Karang & Teluk Betung Mulai Besok Ada yang Tutup 3 Hari SD 5 Hari Utuk saudara” yg mau beli
 
 obat/ vitamin utk persediaan d
 
 rumah,,,,belilah sekarang,karna stok
 
 obat vitamin yg lg dibutuhkan saat
 
 ini stoknya sdh menipis,, Distributor
 
 Farmasi obat”an & Expedisi byk yg
 
 diliburkan.
 
 Beberapa Pasar” Tradisional d
 
 Tjk.Karang & Teluk Betung mulai
 
 besok ada yg tutup 3hr SD 5hr
 
 karna mau d Semprot/Disterilisasi,
 
 dr pemerintah,,,, Jadi yg mau beli
 
 Sayur”an belilah sekarang,,,”",pasar tradisional tanjung karang teluk betung besok tutup utuk saudara beli obat vitamin sedia rumah bilah karna stok obat vitamin stok tip distributor farmasi obat expedisi byk libur pasar tradisional tjk karang teluk betung besok tutup  3 hr  5 hr karna semprot sterilisasi perintah beli sayur bilah
737,1.0,"Razia Indomie di Taiwan Ini adalah Siaran Berita Malam sebuah TV di Taiwan. Menyampaikan berita, bahwa INDOMIE INDONESIA TERDITEKSI MENGANDUNG BAHAN PENGAWET YANG DIPAKAI UNTUK KOSMETIK, JUGA BAHAN LAIN YANG AKAN MERUSAK MAAG DAN HATI, SERTA SUDAH DIPERINTAH DITURUNKAN DARI RAK PENJUALAN DI SEMUA TOKO DI SELURUH KOTA YANG ADA YANG MENJUAL INDOMIE.",razia indomie taiwan siar berita malam buah taiwan berita indomie indonesia teks kandung bahan awet kosmetik bahan rusak maag perintah turun rak jual toko kota jual indomie
738,1.0,"Polisi Mengamankan Mobil Berisi Bahan Peledak Saat Pelantikan Presiden dan Wakil Presiden Halo… @tempodotco & LSM HAM masih mau bilang: pengamanan pelantikan presiden, LEBAY? Aparat mendapatkan mobil dengan no polisi palsu berisikan bahan peledak.",polisi aman mobil isi bahan ledak lantik presiden wakil presiden tempodotco lsm ham aman lantik presiden lebay aparat mobil polisi palsu risi bahan ledak
739,1.0,mahasiswa usir para penumpang gelap ini Ayo teman-teman mahasiswa usir para penumpang gelap ini dari barisan kalian!,mahasiswa usir tumpang gelap teman mahasiswa usir tumpang gelap baris
740,1.0,Artikel Jokowi Sebut China Akan Bantu Padamkan Kebakaran Hutan di Indonesia Departemen Pemadam Kebakaran RRC (China) bersiap membantu saudara dekatnya yaitu Indonesia memadamkan kebakaran hutan untuk mengurangi kabut asap.,artikel jokowi china bantu padam bakar hutan indonesia departemen madam bakar rrc china bantu saudara indonesia madam bakar hutan kabut asap
741,1.0,Posko Perlawanan Kebangkitan PKI di Glodok POSKO PERLAWANAN KEBANGKITAN PKI DI DAERAH GLODOK,posko lawan bangkit pki glodok posko lawan bangkit pki daerah glodok
742,1.0,"Jembatan di Palembang Dipenuhi Pendukung Jokowi, Saking Penuhnya Seperti Tumpukan Pasir Masya Allah….
Seperti tumpukan pasir……
Palembang Jokowi lagi…….",jembatan palembang dukung jokowi saking tumpu pasir masya allah tumpu pasir palembang jokowi
